date,population,hospitalized_confirmed,hospitalized_suspected,hospitalized_covid_patients,cases_new,cumulative_cases_new,deaths,cumulative_deaths,new_tests,cumulative_total_tests,positive_tests,cumulative_positive_tests
1/1/2021,40129160,20344,859,21203,19865,2537843,662,33934,76793,34967927,13896,2891069
1/2/2021,40129160,20690,820,21510,37405,2575248,642,34576,216770,35184697,43601,2934670
1/3/2021,40129160,21128,875,22003,27237,2602485,676,35252,201041,35385738,29325,2963995
1/4/2021,40129160,21597,888,22485,60462,2662947,702,35954,471643,35857381,70975,3034970
1/5/2021,40129160,21923,898,22821,54752,2717699,709,36663,460073,36317454,69021,3103991
1/6/2021,40129160,21938,915,22853,50384,2768083,695,37358,432688,36750142,62754,3166745
1/7/2021,40129160,21855,981,22836,44909,2812992,708,38066,410459,37160601,57673,3224418
1/8/2021,40129160,21754,846,22600,40939,2853931,681,38747,343043,37503644,50450,3274868
1/9/2021,40129160,21647,866,22513,28545,2882476,687,39434,206585,37710229,34420,3309288
1/10/2021,40129160,21664,965,22629,19136,2901612,683,40117,190663,37900892,22172,3331460
1/11/2021,40129160,21747,918,22665,41940,2943552,707,40824,454243,38355135,53557,3385017
1/12/2021,40129160,21654,896,22550,38558,2982110,717,41541,420745,38775880,49742,3434759
1/13/2021,40129160,21282,928,22210,34589,3016699,631,42172,393806,39169686,45912,3480671
1/14/2021,40129160,20999,858,21857,31765,3048464,655,42827,383557,39553243,43707,3524378
1/15/2021,40129160,20722,857,21579,28966,3077430,710,43537,304252,39857495,38092,3562470
1/16/2021,40129160,20323,820,21143,19955,3097385,625,44162,172725,40030220,25510,3587980
1/17/2021,40129160,20172,830,21002,13634,3111019,642,44804,146377,40176597,16207,3604187
1/18/2021,40129160,20062,880,20942,23553,3134572,604,45408,314960,40491557,29463,3633650
1/19/2021,40129160,19979,835,20814,27296,3161868,594,46002,394781,40886338,36840,3670490
1/20/2021,40129160,19537,871,20408,25115,3186983,609,46611,354116,41240454,33720,3704210
1/21/2021,40129160,18985,870,19855,22016,3208999,568,47179,349492,41589946,31516,3735726
1/22/2021,40129160,18442,851,19293,19674,3228673,552,47731,275388,41865334,27405,3763131
1/23/2021,40129160,17810,828,18638,13444,3242117,502,48233,136868,42002202,17304,3780435
1/24/2021,40129160,17432,915,18347,10371,3252488,459,48692,145569,42147771,12587,3793022
1/25/2021,40129160,17236,803,18039,20107,3272595,516,49208,343232,42491003,26614,3819636
1/26/2021,40129160,16839,871,17710,17765,3290360,499,49707,322388,42813391,25104,3844740
1/27/2021,40129160,16251,892,17143,15736,3306096,462,50169,288410,43101801,22239,3866979
1/28/2021,40129160,15705,876,16581,14562,3320658,469,50638,281953,43383754,20615,3887594
1/29/2021,40129160,15296,828,16124,12759,3333417,458,51096,227603,43611357,17968,3905562
1/30/2021,40129160,14856,820,15676,10067,3343484,438,51534,125248,43736605,14359,3919921
1/31/2021,40129160,14443,769,15212,7956,3351440,416,51950,140784,43877389,9611,3929532
2/1/2021,40129160,14221,778,14999,15268,3366708,481,52431,341002,44218391,21001,3950533
2/2/2021,40129160,13766,812,14578,12638,3379346,401,52832,317609,44536000,19236,3969769
2/3/2021,40129160,13277,861,14138,11534,3390880,386,53218,297932,44833932,18519,3988288
2/4/2021,40129160,12863,809,13672,10153,3401033,369,53587,289889,45123821,16396,4004684
2/5/2021,40129160,12345,792,13137,9449,3410482,406,53993,229862,45353683,15092,4019776
2/6/2021,40129160,11695,781,12476,6675,3417157,313,54306,114589,45468272,9499,4029275
2/7/2021,40129160,11385,700,12085,5145,3422302,317,54623,127238,45595510,6875,4036150
2/8/2021,40129160,11198,706,11904,9445,3431747,336,54959,317228,45912738,14071,4050221
2/9/2021,40129160,10771,745,11516,7724,3439471,320,55279,299039,46211777,12471,4062692
2/10/2021,40129160,10348,680,11028,7500,3446971,326,55605,268622,46480399,11590,4074282
2/11/2021,40129160,9872,622,10494,6598,3453569,330,55935,250221,46730620,10503,4084785
2/12/2021,40129160,9414,584,9998,6187,3459756,295,56230,184474,46915094,9191,4093976
2/13/2021,40129160,8996,640,9636,4446,3464202,250,56480,92549,47007643,6177,4100153
2/14/2021,40129160,8727,606,9333,3527,3467729,243,56723,84425,47092068,4383,4104536
2/15/2021,40129160,8479,616,9095,5249,3472978,244,56967,212877,47304945,7289,4111825
2/16/2021,40129160,8215,640,8855,5627,3478605,243,57210,285860,47590805,9204,4121029
2/17/2021,40129160,7904,662,8566,5072,3483677,237,57447,248334,47839139,7940,4128969
2/18/2021,40129160,7514,642,8156,4398,3488075,228,57675,230255,48069394,6833,4135802
2/19/2021,40129160,7148,599,7747,4173,3492248,245,57920,181268,48250662,6492,4142294
2/20/2021,40129160,6704,609,7313,3099,3495347,196,58116,89993,48340655,4230,4146524
2/21/2021,40129160,6569,596,7165,2628,3497975,190,58306,110258,48450913,3384,4149908
2/22/2021,40129160,6345,563,6908,4621,3502596,192,58498,268420,48719333,6715,4156623
2/23/2021,40129160,6185,579,6764,4016,3506612,166,58664,252700,48972033,5991,4162614
2/24/2021,40129160,5934,586,6520,3869,3510481,167,58831,238356,49210389,5831,4168445
2/25/2021,40129160,5590,562,6152,3447,3513928,160,58991,213706,49424095,5132,4173577
2/26/2021,40129160,5372,525,5897,3359,3517287,156,59147,170422,49594517,4867,4178444
2/27/2021,40129160,5143,531,5674,2523,3519810,163,59310,84073,49678590,3301,4181745
2/28/2021,40129160,4912,497,5409,2182,3521992,159,59469,105277,49783867,2436,4184181
3/1/2021,40129160,4812,490,5302,3751,3525743,126,59595,270298,50054165,5016,4189197
3/2/2021,40129160,4597,513,5110,3261,3529004,132,59727,243396,50297561,4733,4193930
3/3/2021,40129160,4449,518,4967,3195,3532199,119,59846,224801,50522362,4636,4198566
3/4/2021,40129160,4179,535,4714,2934,3535133,119,59965,205934,50728296,4329,4202895
3/5/2021,40129160,4004,509,4513,2939,3538072,108,60073,161095,50889391,3954,4206849
3/6/2021,40129160,3812,479,4291,2195,3540267,104,60177,76550,50965941,2691,4209540
3/7/2021,40129160,3766,462,4228,1950,3542217,88,60265,104970,51070911,2122,4211662
3/8/2021,40129160,3744,461,4205,3331,3545548,99,60364,262450,51333361,4547,4216209
3/9/2021,40129160,3625,494,4119,2831,3548379,94,60458,239692,51573053,3991,4220200
3/10/2021,40129160,3477,481,3958,2757,3551136,89,60547,217689,51790742,3794,4223994
3/11/2021,40129160,3335,477,3812,2595,3553731,85,60632,197461,51988203,3853,4227847
3/12/2021,40129160,3250,439,3689,2500,3556231,86,60718,158227,52146430,3497,4231344
3/13/2021,40129160,3130,445,3575,1894,3558125,77,60795,76202,52222632,2364,4233708
3/14/2021,40129160,3119,438,3557,1605,3559730,62,60857,90586,52313218,1787,4235495
3/15/2021,40129160,3058,398,3456,2875,3562605,58,60915,260201,52573419,3990,4239485
3/16/2021,40129160,3025,437,3462,2510,3565115,72,60987,243027,52816446,3818,4243303
3/17/2021,40129160,3002,454,3456,2634,3567749,82,61069,224742,53041188,3817,4247120
3/18/2021,40129160,2872,431,3303,2216,3569965,79,61148,193823,53235011,3347,4250467
3/19/2021,40129160,2769,428,3197,2178,3572143,55,61203,160074,53395085,3216,4253683
3/20/2021,40129160,2690,425,3115,1715,3573858,78,61281,75813,53470898,2033,4255716
3/21/2021,40129160,2605,407,3012,1600,3575458,51,61332,93930,53564828,1793,4257509
3/22/2021,40129160,2586,419,3005,2702,3578160,52,61384,264678,53829506,3654,4261163
3/23/2021,40129160,2545,442,2987,2503,3580663,39,61423,235259,54064765,3357,4264520
3/24/2021,40129160,2449,377,2826,2676,3583339,57,61480,221141,54285906,3770,4268290
3/25/2021,40129160,2379,386,2765,2291,3585630,58,61538,192503,54478409,3346,4271636
3/26/2021,40129160,2372,332,2704,2267,3587897,56,61594,153338,54631747,3101,4274737
3/27/2021,40129160,2290,363,2653,1668,3589565,49,61643,74382,54706129,1967,4276704
3/28/2021,40129160,2252,346,2598,1603,3591168,30,61673,92692,54798821,1665,4278369
3/29/2021,40129160,2257,342,2599,2711,3593879,44,61717,260677,55059498,3638,4282007
3/30/2021,40129160,2264,359,2623,2427,3596306,39,61756,229414,55288912,3267,4285274
3/31/2021,40129160,2200,383,2583,2380,3598686,49,61805,190672,55479584,3298,4288572
4/1/2021,40129160,2147,391,2538,2338,3601024,40,61845,181741,55661325,3165,4291737
4/2/2021,40129160,2054,375,2429,2232,3603256,34,61879,147533,55808858,2999,4294736
4/3/2021,40129160,2023,388,2411,1700,3604956,29,61908,72629,55881487,1996,4296732
4/4/2021,40129160,2005,381,2386,1552,3606508,39,61947,91697,55973184,1447,4298179
4/5/2021,40129160,1989,384,2373,2876,3609384,40,61987,271064,56244248,3746,4301925
4/6/2021,40129160,2021,345,2366,2549,3611933,22,62009,242860,56487108,3334,4305259
4/7/2021,40129160,1960,352,2312,2619,3614552,38,62047,228813,56715921,3487,4308746
4/8/2021,40129160,1859,298,2157,2278,3616830,37,62084,202174,56918095,3148,4311894
4/9/2021,40129160,1854,316,2170,2272,3619102,38,62122,165906,57084001,3172,4315066
4/10/2021,40129160,1799,324,2123,1816,3620918,37,62159,79372,57163373,2155,4317221
4/11/2021,40129160,1783,330,2113,1566,3622484,32,62191,110145,57273518,1733,4318954
4/12/2021,40129160,1839,336,2175,2712,3625196,32,62223,302139,57575657,3701,4322655
4/13/2021,40129160,1884,367,2251,2417,3627613,31,62254,265093,57840750,3264,4325919
4/14/2021,40129160,1865,350,2215,2387,3630000,39,62293,248127,58088877,3412,4329331
4/15/2021,40129160,1833,353,2186,2113,3632113,30,62323,225184,58314061,3048,4332379
4/16/2021,40129160,1801,344,2145,2052,3634165,26,62349,180161,58494222,3085,4335464
4/17/2021,40129160,1783,357,2140,1553,3635718,28,62377,83889,58578111,1906,4337370
4/18/2021,40129160,1779,320,2099,1427,3637145,29,62406,108531,58686642,1596,4338966
4/19/2021,40129160,1796,352,2148,2438,3639583,34,62440,300640,58987282,3270,4342236
4/20/2021,40129160,1774,342,2116,2124,3641707,25,62465,267955,59255237,2875,4345111
4/21/2021,40129160,1752,346,2098,1996,3643703,34,62499,243835,59499072,2989,4348100
4/22/2021,40129160,1757,338,2095,1839,3645542,20,62519,220190,59719262,2698,4350798
4/23/2021,40129160,1765,348,2113,1820,3647362,24,62543,174403,59893665,2696,4353494
4/24/2021,40129160,1717,335,2052,1371,3648733,25,62568,81422,59975087,1662,4355156
4/25/2021,40129160,1730,323,2053,1216,3649949,25,62593,105139,60080226,1336,4356492
4/26/2021,40129160,1776,314,2090,2105,3652054,26,62619,298183,60378409,2869,4359361
4/27/2021,40129160,1755,339,2094,1872,3653926,31,62650,261703,60640112,2625,4361986
4/28/2021,40129160,1715,353,2068,1820,3655746,16,62666,235769,60875881,2547,4364533
4/29/2021,40129160,1711,318,2029,1661,3657407,25,62691,208854,61084735,2462,4366995
4/30/2021,40129160,1681,320,2001,1645,3659052,18,62709,152342,61237077,2361,4369356
5/1/2021,40129160,1630,312,1942,1275,3660327,19,62728,72701,61309778,1545,4370901
5/2/2021,40129160,1626,315,1941,1101,3661428,19,62747,101884,61411662,1142,4372043
5/3/2021,40129160,1608,322,1930,1964,3663392,25,62772,286795,61698457,2606,4374649
5/4/2021,40129160,1555,338,1893,1596,3664988,23,62795,253473,61951930,2353,4377002
5/5/2021,40129160,1544,326,1870,1696,3666684,20,62815,232958,62184888,2305,4379307
5/6/2021,40129160,1557,318,1875,1525,3668209,30,62845,203408,62388296,2326,4381633
5/7/2021,40129160,1553,314,1867,1440,3669649,25,62870,149845,62538141,2060,4383693
5/8/2021,40129160,1546,314,1860,1047,3670696,19,62889,69895,62608036,1246,4384939
5/9/2021,40129160,1502,328,1830,939,3671635,24,62913,108234,62716270,973,4385912
5/10/2021,40129160,1531,312,1843,1631,3673266,11,62924,284502,63000772,2268,4388180
5/11/2021,40129160,1534,320,1854,1466,3674732,29,62953,253562,63254334,2208,4390388
5/12/2021,40129160,1502,308,1810,1352,3676084,33,62986,232501,63486835,2086,4392474
5/13/2021,40129160,1453,300,1753,1198,3677282,26,63012,201139,63687974,1814,4394288
5/14/2021,40129160,1428,295,1723,1179,3678461,19,63031,139206,63827180,1764,4396052
5/15/2021,40129160,1402,282,1684,901,3679362,16,63047,65831,63893011,1129,4397181
5/16/2021,40129160,1379,310,1689,813,3680175,15,63062,112192,64005203,979,4398160
5/17/2021,40129160,1402,262,1664,1340,3681515,16,63078,275635,64280838,1923,4400083
5/18/2021,40129160,1387,270,1657,1231,3682746,17,63095,238542,64519380,1848,4401931
5/19/2021,40129160,1394,277,1671,1190,3683936,28,63123,221634,64741014,1697,4403628
5/20/2021,40129160,1326,285,1611,999,3684935,20,63143,194590,64935604,1591,4405219
5/21/2021,40129160,1293,247,1540,949,3685884,17,63160,134005,65069609,1434,4406653
5/22/2021,40129160,1276,280,1556,710,3686594,13,63173,63145,65132754,893,4407546
5/23/2021,40129160,1261,252,1513,661,3687255,22,63195,107461,65240215,780,4408326
5/24/2021,40129160,1222,244,1466,1206,3688461,24,63219,256380,65496595,1645,4409971
5/25/2021,40129160,1210,237,1447,1042,3689503,15,63234,225497,65722092,1553,4411524
5/26/2021,40129160,1175,249,1424,977,3690480,18,63252,198914,65921006,1460,4412984
5/27/2021,40129160,1161,246,1407,918,3691398,19,63271,175399,66096405,1325,4414309
5/28/2021,40129160,1110,247,1357,862,3692260,12,63283,115051,66211456,1243,4415552
5/29/2021,40129160,1088,307,1395,602,3692862,24,63307,57479,66268935,721,4416273
5/30/2021,40129160,1057,271,1328,585,3693447,10,63317,56303,66325238,661,4416934
5/31/2021,40129160,1069,263,1332,594,3694041,15,63332,119339,66444577,578,4417512
6/1/2021,40129160,1060,270,1330,1209,3695250,13,63345,273405,66717982,1711,4419223
6/2/2021,40129160,1081,281,1362,1043,3696293,18,63363,212478,66930460,1415,4420638
6/3/2021,40129160,1062,275,1337,996,3697289,12,63375,191717,67122177,1294,4421932
6/4/2021,40129160,1042,320,1362,851,3698140,14,63389,134451,67256628,1273,4423205
6/5/2021,40129160,1035,274,1309,643,3698783,12,63401,65473,67322101,833,4424038
6/6/2021,40129160,1011,264,1275,610,3699393,13,63414,95780,67417881,699,4424737
6/7/2021,40129160,1015,263,1278,1043,3700436,12,63426,204715,67622596,1516,4426253
6/8/2021,40129160,1030,274,1304,1051,3701487,13,63439,178922,67801518,1352,4427605
6/9/2021,40129160,1001,278,1279,927,3702414,7,63446,168721,67970239,1251,4428856
6/10/2021,40129160,982,281,1263,876,3703290,15,63461,153556,68123795,1201,4430057
6/11/2021,40129160,955,251,1206,853,3704143,11,63472,113828,68237623,1173,4431230
6/12/2021,40129160,915,255,1170,677,3704820,10,63482,63345,68300968,753,4431983
6/13/2021,40129160,939,252,1191,700,3705520,12,63494,74028,68374996,696,4432679
6/14/2021,40129160,977,274,1251,1153,3706673,14,63508,163799,68538795,1456,4434135
6/15/2021,40129160,981,275,1256,1050,3707723,14,63522,150412,68689207,1301,4435436
6/16/2021,40129160,956,276,1232,1061,3708784,10,63532,136198,68825405,1384,4436820
6/17/2021,40129160,951,245,1196,1025,3709809,11,63543,127625,68953030,1373,4438193
6/18/2021,40129160,932,282,1214,931,3710740,11,63554,104594,69057624,1253,4439446
6/19/2021,40129160,916,300,1216,753,3711493,8,63562,60402,69118026,913,4440359
6/20/2021,40129160,929,294,1223,801,3712294,8,63570,71140,69189166,712,4441071
6/21/2021,40129160,949,274,1223,1401,3713695,11,63581,163293,69352459,1656,4442727
6/22/2021,40129160,978,259,1237,1308,3715003,13,63594,149157,69501616,1660,4444387
6/23/2021,40129160,955,271,1226,1234,3716237,7,63601,135175,69636791,1645,4446032
6/24/2021,40129160,959,269,1228,1397,3717634,11,63612,126067,69762858,1794,4447826
6/25/2021,40129160,959,259,1218,1309,3718943,11,63623,103286,69866144,1612,4449438
6/26/2021,40129160,964,263,1227,1076,3720019,17,63640,60383,69926527,1098,4450536
6/27/2021,40129160,980,255,1235,1171,3721190,10,63650,76551,70003078,1030,4451566
6/28/2021,40129160,1050,222,1272,1934,3723124,14,63664,160572,70163650,2321,4453887
6/29/2021,40129160,1089,261,1350,1877,3725001,12,63676,153332,70316982,2254,4456141
6/30/2021,40129160,1090,258,1348,2028,3727029,18,63694,140919,70457901,2446,4458587
7/1/2021,40129160,1071,295,1366,2159,3729188,14,63708,119231,70577132,2532,4461119
7/2/2021,40129160,1115,290,1405,2015,3731203,14,63722,103884,70681016,2366,4463485
7/3/2021,40129160,1097,274,1371,1681,3732884,12,63734,61394,70742410,1619,4465104
7/4/2021,40129160,1122,277,1399,1558,3734442,6,63740,32045,70774455,908,4466012
7/5/2021,40129160,1153,257,1410,2792,3737234,14,63754,106872,70881327,2353,4468365
7/6/2021,40129160,1228,278,1506,3607,3740841,14,63768,180794,71062121,4037,4472402
7/7/2021,40129160,1319,250,1569,3757,3744598,16,63784,149167,71211288,4351,4476753
7/8/2021,40129160,1343,279,1622,3565,3748163,15,63799,139768,71351056,4469,4481222
7/9/2021,40129160,1381,295,1676,3604,3751767,20,63819,114057,71465113,4442,4485664
7/10/2021,40129160,1414,285,1699,3129,3754896,18,63837,61745,71526858,3183,4488847
7/11/2021,40129160,1484,281,1765,3131,3758027,16,63853,72791,71599649,3108,4491955
7/12/2021,40129160,1594,276,1870,5369,3763396,18,63871,166681,71766330,5758,4497713
7/13/2021,40129160,1648,287,1935,5396,3768792,20,63891,158368,71924698,5775,4503488
7/14/2021,40129160,1731,300,2031,5560,3774352,14,63905,154294,72078992,6715,4510203
7/15/2021,40129160,1770,307,2077,5864,3780216,20,63925,152330,72231322,7362,4517565
7/16/2021,40129160,1884,280,2164,5976,3786192,19,63944,132635,72363957,7182,4524747
7/17/2021,40129160,1927,280,2207,4672,3790864,23,63967,73204,72437161,5071,4529818
7/18/2021,40129160,1990,283,2273,4808,3795672,12,63979,87502,72524663,4985,4534803
7/19/2021,40129160,2164,283,2447,8394,3804066,27,64006,198944,72723607,9778,4544581
7/20/2021,40129160,2328,354,2682,8357,3812423,30,64036,196359,72919966,10200,4554781
7/21/2021,40129160,2405,344,2749,8785,3821208,23,64059,184938,73104904,10709,4565490
7/22/2021,40129160,2543,337,2880,8333,3829541,34,64093,184705,73289609,10834,4576324
7/23/2021,40129160,2691,360,3051,8135,3837676,39,64132,157649,73447258,10446,4586770
7/24/2021,40129160,2781,350,3131,6767,3844443,25,64157,86367,73533625,7289,4594059
7/25/2021,40129160,2981,350,3331,6432,3850875,31,64188,100268,73633893,7314,4601373
7/26/2021,40129160,3200,394,3594,11729,3862604,27,64215,222126,73856019,14189,4615562
7/27/2021,40129160,3365,403,3768,11256,3873860,36,64251,220236,74076255,14378,4629940
7/28/2021,40129160,3605,372,3977,11787,3885647,35,64286,217338,74293593,15245,4645185
7/29/2021,40129160,3725,378,4103,11717,3897364,40,64326,222591,74516184,16397,4661582
7/30/2021,40129160,3990,384,4374,11095,3908459,32,64358,195803,74711987,14732,4676314
7/31/2021,40129160,4125,436,4561,8502,3916961,53,64411,107677,74819664,10060,4686374
8/1/2021,40129160,4357,415,4772,8528,3925489,39,64450,137803,74957467,9321,4695695
8/2/2021,40129160,4662,458,5120,14109,3939598,59,64509,275696,75233163,17200,4712895
8/3/2021,40129160,4876,406,5282,14319,3953917,58,64567,301843,75535006,19009,4731904
8/4/2021,40129160,5121,430,5551,14083,3968000,54,64621,292877,75827883,18749,4750653
8/5/2021,40129160,5328,404,5732,13936,3981936,54,64675,303307,76131190,19590,4770243
8/6/2021,40129160,5554,399,5953,12882,3994818,61,64736,243394,76374584,17805,4788048
8/7/2021,40129160,5686,437,6123,9697,4004515,61,64797,126144,76500728,11601,4799649
8/8/2021,40129160,5973,414,6387,8716,4013231,72,64869,199547,76700275,10564,4810213
8/9/2021,40129160,6259,428,6687,16289,4029520,75,64944,345458,77045733,20122,4830335
8/10/2021,40129160,6554,453,7007,16193,4045713,78,65022,369292,77415025,20752,4851087
8/11/2021,40129160,6629,418,7047,15480,4061193,78,65100,358423,77773448,20373,4871460
8/12/2021,40129160,6692,371,7063,14575,4075768,90,65190,340324,78113772,20279,4891739
8/13/2021,40129160,6844,378,7222,13736,4089504,121,65311,277044,78390816,18671,4910410
8/14/2021,40129160,6976,399,7375,9579,4099083,92,65403,139192,78530008,11993,4922403
8/15/2021,40129160,7166,409,7575,8191,4107274,78,65481,217017,78747025,10708,4933111
8/16/2021,40129160,7414,423,7837,16100,4123374,121,65602,405704,79152729,21086,4954197
8/17/2021,40129160,7697,435,8132,15485,4138859,119,65721,434405,79587134,21176,4975373
8/18/2021,40129160,7779,426,8205,15033,4153892,105,65826,429941,80017075,20221,4995594
8/19/2021,40129160,7817,419,8236,13885,4167777,113,65939,409327,80426402,19861,5015455
8/20/2021,40129160,7833,458,8291,13401,4181178,107,66046,282156,80708558,18194,5033649
8/21/2021,40129160,7882,427,8309,8873,4190051,118,66164,144993,80853551,10985,5044634
8/22/2021,40129160,8084,404,8488,7554,4197605,108,66272,240410,81093961,9704,5054338
8/23/2021,40129160,8245,430,8675,15309,4212914,116,66388,441683,81535644,19415,5073753
8/24/2021,40129160,8308,401,8709,14045,4226959,129,66517,470041,82005685,19125,5092878
8/25/2021,40129160,8254,396,8650,13544,4240503,130,66647,471581,82477266,19264,5112142
8/26/2021,40129160,8342,405,8747,12369,4252872,138,66785,440001,82917267,18516,5130658
8/27/2021,40129160,8277,398,8675,11240,4264112,129,66914,290244,83207511,15527,5146185
8/28/2021,40129160,8220,388,8608,7811,4271923,148,67062,142728,83350239,9671,5155856
8/29/2021,40129160,8268,411,8679,6585,4278508,118,67180,255602,83605841,8438,5164294
8/30/2021,40129160,8342,424,8766,13260,4291768,124,67304,478934,84084775,17412,5181706
8/31/2021,40129160,8353,413,8766,12250,4304018,140,67444,499596,84584371,16885,5198591
9/1/2021,40129160,8325,375,8700,12934,4316952,133,67577,484109,85068480,16428,5215019
9/2/2021,40129160,8221,409,8630,10993,4327945,156,67733,355074,85423554,14739,5229758
9/3/2021,40129160,8070,384,8454,9964,4337909,147,67880,274632,85698186,13151,5242909
9/4/2021,40129160,7764,368,8132,6801,4344710,118,67998,133291,85831477,7978,5250887
9/5/2021,40129160,7736,384,8120,5371,4350081,151,68149,112368,85943845,6029,5256916
9/6/2021,40129160,7705,419,8124,6659,4356740,141,68290,182779,86126624,6978,5263894
9/7/2021,40129160,7649,376,8025,12402,4369142,135,68425,568693,86695317,17855,5281749
9/8/2021,40129160,7511,375,7886,11299,4380441,137,68562,521198,87216515,15345,5297094
9/9/2021,40129160,7360,358,7718,10168,4390609,143,68705,454044,87670559,13987,5311081
9/10/2021,40129160,7103,360,7463,9302,4399911,153,68858,296540,87967099,12499,5323580
9/11/2021,40129160,6875,372,7247,6246,4406157,129,68987,140454,88107553,7443,5331023
9/12/2021,40129160,6844,410,7254,5375,4411532,120,69107,257584,88365137,6625,5337648
9/13/2021,40129160,6810,413,7223,10423,4421955,143,69250,475418,88840555,13860,5351508
9/14/2021,40129160,6655,401,7056,9475,4431430,119,69369,509684,89350239,12810,5364318
9/15/2021,40129160,6553,422,6975,8849,4440279,131,69500,361619,89711858,11879,5376197
9/16/2021,40129160,6415,385,6800,7869,4448148,131,69631,420271,90132129,11245,5387442
9/17/2021,40129160,6255,359,6614,7314,4455462,130,69761,274371,90406500,10028,5397470
9/18/2021,40129160,6024,374,6398,4909,4460371,131,69892,131298,90537798,5764,5403234
9/19/2021,40129160,6004,394,6398,4140,4464511,99,69991,240544,90778342,5441,5408675
9/20/2021,40129160,6031,404,6435,8855,4473366,123,70114,452850,91231192,11930,5420605
9/21/2021,40129160,5986,386,6372,7542,4480908,102,70216,475413,91706605,10532,5431137
9/22/2021,40129160,5840,356,6196,7391,4488299,133,70349,457039,92163644,9919,5441056
9/23/2021,40129160,5782,352,6134,6476,4494775,128,70477,412888,92576532,8994,5450050
