"county","age_group","day1","day2","day3","day4","day5","day6","day7","day8","day9","day10","day11","day12","day13","day14","day15","day16","day17","day18","day19","day20","day21","day22","day23","day24","day25","day26","day27","day28","day29","day30","day31","day32","day33","day34","day35","day36","day37","day38","day39","day40","day41","day42","day43","day44","day45","day46","day47","day48","day49","day50","day51","day52","day53","day54","day55","day56","day57","day58","day59","day60","day61","day62","day63","day64","day65","day66","day67","day68","day69","day70","day71","day72","day73","day74","day75","day76","day77","day78","day79","day80","day81","day82","day83","day84","day85","day86","day87","day88","day89","day90","day91"
"Santa Clara","18-49",654,654,654,654,654,654,654,458,458,458,458,458,458,458,324,324,324,324,324,324,324,231,231,231,231,231,231,231,166,166,166,166,166,166,166,121,121,121,121,121,121,121,88,88,88,88,88,88,88,65,65,65,65,65,65,65,48,48,48,48,48,48,48,36,36,36,36,36,36,36,27,27,27,27,27,27,27,21,21,21,21,21,21,21,16,16,16,16,16,16,16
"Santa Clara","50-64",133,133,133,133,133,133,133,93,93,93,93,93,93,93,66,66,66,66,66,66,66,47,47,47,47,47,47,47,34,34,34,34,34,34,34,25,25,25,25,25,25,25,18,18,18,18,18,18,18,14,14,14,14,14,14,14,10,10,10,10,10,10,10,8,8,8,8,8,8,8,6,6,6,6,6,6,6,5,5,5,5,5,5,5,3,3,3,3,3,3,3
"Santa Clara","65+",65,65,65,65,65,65,65,55,55,55,55,55,55,55,47,47,47,47,47,47,47,40,40,40,40,40,40,40,34,34,34,34,34,34,34,29,29,29,29,29,29,29,25,25,25,25,25,25,25,22,22,22,22,22,22,22,19,19,19,19,19,19,19,17,17,17,17,17,17,17,15,15,15,15,15,15,15,13,13,13,13,13,13,13,11,11,11,11,11,11,11
"Santa Cruz","0-17",72,72,72,72,72,72,72,50,50,50,50,50,50,50,34,34,34,34,34,34,34,23,23,23,23,23,23,23,15,15,15,15,15,15,15,11,11,11,11,11,11,11,7,7,7,7,7,7,7,5,5,5,5,5,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Santa Cruz","18-49",132,132,132,132,132,132,132,103,103,103,103,103,103,103,81,81,81,81,81,81,81,64,64,64,64,64,64,64,51,51,51,51,51,51,51,40,40,40,40,40,40,40,32,32,32,32,32,32,32,26,26,26,26,26,26,26,21,21,21,21,21,21,21,17,17,17,17,17,17,17,14,14,14,14,14,14,14,11,11,11,11,11,11,11,9,9,9,9,9,9,9
"Santa Cruz","50-64",19,19,19,19,19,19,19,14,14,14,14,14,14,14,10,10,10,10,10,10,10,7,7,7,7,7,7,7,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Santa Cruz","65+",9,9,9,9,9,9,9,8,8,8,8,8,8,8,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"Shasta","0-17",22,22,22,22,22,22,22,18,18,18,18,18,18,18,14,14,14,14,14,14,14,11,11,11,11,11,11,11,9,9,9,9,9,9,9,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Shasta","18-49",40,40,40,40,40,40,40,34,34,34,34,34,34,34,28,28,28,28,28,28,28,24,24,24,24,24,24,24,20,20,20,20,20,20,20,17,17,17,17,17,17,17,14,14,14,14,14,14,14,12,12,12,12,12,12,12,10,10,10,10,10,10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6
"Shasta","50-64",14,14,14,14,14,14,14,11,11,11,11,11,11,11,9,9,9,9,9,9,9,7,7,7,7,7,7,7,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Shasta","65+",18,18,18,18,18,18,18,16,16,16,16,16,16,16,14,14,14,14,14,14,14,13,13,13,13,13,13,13,11,11,11,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5
"Sierra","0-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sierra","18-49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sierra","50-64",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sierra","65+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou","0-17",3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siskiyou","18-49",8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Siskiyou","50-64",5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Siskiyou","65+",3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solano","0-17",74,74,74,74,74,74,74,47,47,47,47,47,47,47,30,30,30,30,30,30,30,19,19,19,19,19,19,19,12,12,12,12,12,12,12,8,8,8,8,8,8,8,5,5,5,5,5,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Solano","18-49",188,188,188,188,188,188,188,154,154,154,154,154,154,154,126,126,126,126,126,126,126,104,104,104,104,104,104,104,85,85,85,85,85,85,85,70,70,70,70,70,70,70,58,58,58,58,58,58,58,49,49,49,49,49,49,49,41,41,41,41,41,41,41,34,34,34,34,34,34,34,29,29,29,29,29,29,29,24,24,24,24,24,24,24,20,20,20,20,20,20,20
"Solano","50-64",25,25,25,25,25,25,25,18,18,18,18,18,18,18,14,14,14,14,14,14,14,10,10,10,10,10,10,10,8,8,8,8,8,8,8,6,6,6,6,6,6,6,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Solano","65+",6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Sonoma","0-17",94,94,94,94,94,94,94,61,61,61,61,61,61,61,40,40,40,40,40,40,40,26,26,26,26,26,26,26,16,16,16,16,16,16,16,11,11,11,11,11,11,11,7,7,7,7,7,7,7,5,5,5,5,5,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Sonoma","18-49",226,226,226,226,226,226,226,182,182,182,182,182,182,182,147,147,147,147,147,147,147,119,119,119,119,119,119,119,97,97,97,97,97,97,97,79,79,79,79,79,79,79,65,65,65,65,65,65,65,54,54,54,54,54,54,54,44,44,44,44,44,44,44,37,37,37,37,37,37,37,31,31,31,31,31,31,31,26,26,26,26,26,26,26,21,21,21,21,21,21,21
"Sonoma","50-64",37,37,37,37,37,37,37,27,27,27,27,27,27,27,20,20,20,20,20,20,20,15,15,15,15,15,15,15,11,11,11,11,11,11,11,8,8,8,8,8,8,8,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"Sonoma","65+",10,10,10,10,10,10,10,8,8,8,8,8,8,8,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Stanislaus","0-17",144,144,144,144,144,144,144,131,131,131,131,131,131,131,118,118,118,118,118,118,118,103,103,103,103,103,103,103,90,90,90,90,90,90,90,77,77,77,77,77,77,77,66,66,66,66,66,66,66,56,56,56,56,56,56,56,47,47,47,47,47,47,47,39,39,39,39,39,39,39,33,33,33,33,33,33,33,28,28,28,28,28,28,28,23,23,23,23,23,23,23
"Stanislaus","18-49",142,142,142,142,142,142,142,113,113,113,113,113,113,113,90,90,90,90,90,90,90,72,72,72,72,72,72,72,58,58,58,58,58,58,58,47,47,47,47,47,47,47,38,38,38,38,38,38,38,31,31,31,31,31,31,31,25,25,25,25,25,25,25,21,21,21,21,21,21,21,17,17,17,17,17,17,17,14,14,14,14,14,14,14,12,12,12,12,12,12,12
"Stanislaus","50-64",41,41,41,41,41,41,41,31,31,31,31,31,31,31,24,24,24,24,24,24,24,19,19,19,19,19,19,19,15,15,15,15,15,15,15,12,12,12,12,12,12,12,9,9,9,9,9,9,9,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"Stanislaus","65+",23,23,23,23,23,23,23,19,19,19,19,19,19,19,16,16,16,16,16,16,16,14,14,14,14,14,14,14,11,11,11,11,11,11,11,10,10,10,10,10,10,10,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"Sutter","0-17",15,15,15,15,15,15,15,10,10,10,10,10,10,10,7,7,7,7,7,7,7,5,5,5,5,5,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sutter","18-49",42,42,42,42,42,42,42,36,36,36,36,36,36,36,31,31,31,31,31,31,31,26,26,26,26,26,26,26,23,23,23,23,23,23,23,20,20,20,20,20,20,20,17,17,17,17,17,17,17,15,15,15,15,15,15,15,13,13,13,13,13,13,13,11,11,11,11,11,11,11,10,10,10,10,10,10,10,8,8,8,8,8,8,8,7,7,7,7,7,7,7
"Sutter","50-64",10,10,10,10,10,10,10,8,8,8,8,8,8,8,7,7,7,7,7,7,7,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Sutter","65+",5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Tehama","0-17",5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama","18-49",9,9,9,9,9,9,9,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Tehama","50-64",2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tehama","65+",3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity","0-17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trinity","18-49",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Trinity","50-64",3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Trinity","65+",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tulare","0-17",105,105,105,105,105,105,105,95,95,95,95,95,95,95,85,85,85,85,85,85,85,74,74,74,74,74,74,74,64,64,64,64,64,64,64,54,54,54,54,54,54,54,46,46,46,46,46,46,46,39,39,39,39,39,39,39,32,32,32,32,32,32,32,27,27,27,27,27,27,27,23,23,23,23,23,23,23,19,19,19,19,19,19,19,16,16,16,16,16,16,16
"Tulare","18-49",68,68,68,68,68,68,68,54,54,54,54,54,54,54,43,43,43,43,43,43,43,35,35,35,35,35,35,35,28,28,28,28,28,28,28,23,23,23,23,23,23,23,18,18,18,18,18,18,18,15,15,15,15,15,15,15,12,12,12,12,12,12,12,10,10,10,10,10,10,10,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6
"Tulare","50-64",12,12,12,12,12,12,12,9,9,9,9,9,9,9,7,7,7,7,7,7,7,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Tulare","65+",3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tuolumne","0-17",6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Tuolumne","18-49",8,8,8,8,8,8,8,7,7,7,7,7,7,7,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Tuolumne","50-64",2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tuolumne","65+",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ventura","0-17",243,243,243,243,243,243,243,180,180,180,180,180,180,180,131,131,131,131,131,131,131,94,94,94,94,94,94,94,67,67,67,67,67,67,67,48,48,48,48,48,48,48,35,35,35,35,35,35,35,25,25,25,25,25,25,25,18,18,18,18,18,18,18,13,13,13,13,13,13,13,10,10,10,10,10,10,10,7,7,7,7,7,7,7,5,5,5,5,5,5,5
"Ventura","18-49",395,395,395,395,395,395,395,317,317,317,317,317,317,317,255,255,255,255,255,255,255,206,206,206,206,206,206,206,167,167,167,167,167,167,167,136,136,136,136,136,136,136,111,111,111,111,111,111,111,91,91,91,91,91,91,91,75,75,75,75,75,75,75,62,62,62,62,62,62,62,51,51,51,51,51,51,51,43,43,43,43,43,43,43,36,36,36,36,36,36,36
"Ventura","50-64",45,45,45,45,45,45,45,31,31,31,31,31,31,31,22,22,22,22,22,22,22,16,16,16,16,16,16,16,12,12,12,12,12,12,12,8,8,8,8,8,8,8,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Ventura","65+",15,15,15,15,15,15,15,12,12,12,12,12,12,12,9,9,9,9,9,9,9,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Yolo","0-17",31,31,31,31,31,31,31,19,19,19,19,19,19,19,11,11,11,11,11,11,11,7,7,7,7,7,7,7,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yolo","18-49",105,105,105,105,105,105,105,86,86,86,86,86,86,86,70,70,70,70,70,70,70,57,57,57,57,57,57,57,47,47,47,47,47,47,47,39,39,39,39,39,39,39,32,32,32,32,32,32,32,27,27,27,27,27,27,27,23,23,23,23,23,23,23,19,19,19,19,19,19,19,16,16,16,16,16,16,16,14,14,14,14,14,14,14,11,11,11,11,11,11,11
"Yolo","50-64",15,15,15,15,15,15,15,11,11,11,11,11,11,11,8,8,8,8,8,8,8,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Yolo","65+",4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Yuba","0-17",3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yuba","18-49",32,32,32,32,32,32,32,27,27,27,27,27,27,27,23,23,23,23,23,23,23,20,20,20,20,20,20,20,17,17,17,17,17,17,17,14,14,14,14,14,14,14,12,12,12,12,12,12,12,11,11,11,11,11,11,11,9,9,9,9,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,5,5,5,5,5,5,5
"Yuba","50-64",7,7,7,7,7,7,7,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Yuba","65+",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
